cve,modAV
CVE-2014-2132,NETWORK
CVE-2014-2133,NETWORK
CVE-2014-2134,NETWORK
CVE-2014-2135,NETWORK
CVE-2014-2136,NETWORK
CVE-2014-2137,NETWORK
CVE-2014-2138,NETWORK
CVE-2014-2139,NETWORK
CVE-2014-2140,NETWORK
CVE-2014-2141,NETWORK
CVE-2014-2142,NETWORK
CVE-2014-2143,NETWORK
CVE-2014-2144,ADJACENT_NETWORK
CVE-2014-2145,NETWORK
CVE-2014-2146,NETWORK
CVE-2014-2147,NETWORK
CVE-2014-2151,NETWORK
CVE-2014-2152,NETWORK
CVE-2014-2153,NETWORK
CVE-2014-2154,NETWORK
CVE-2014-2155,NETWORK
CVE-2014-2156,NETWORK
CVE-2014-2157,NETWORK
CVE-2014-2158,NETWORK
CVE-2014-2159,NETWORK
CVE-2014-2160,NETWORK
CVE-2014-2161,NETWORK
CVE-2014-2162,NETWORK
CVE-2014-2163,NETWORK
CVE-2014-2164,NETWORK
CVE-2014-2165,NETWORK
CVE-2014-2166,NETWORK
CVE-2014-2167,NETWORK
CVE-2014-2168,NETWORK
CVE-2014-2169,NETWORK
CVE-2014-2170,NETWORK
CVE-2014-2171,NETWORK
CVE-2014-2172,LOCAL
CVE-2014-2173,LOCAL
CVE-2014-2174,ADJACENT_NETWORK
CVE-2014-2175,NETWORK
CVE-2014-2176,NETWORK
CVE-2014-2177,NETWORK
CVE-2014-2178,NETWORK
CVE-2014-2179,NETWORK
CVE-2014-2180,NETWORK
CVE-2014-2181,NETWORK
CVE-2014-2182,ADJACENT_NETWORK
CVE-2014-2183,NETWORK
CVE-2014-2184,NETWORK
CVE-2014-2185,NETWORK
CVE-2014-2186,NETWORK
CVE-2014-2190,NETWORK
CVE-2014-2191,NETWORK
CVE-2014-2192,NETWORK
CVE-2014-2193,NETWORK
CVE-2014-2194,NETWORK
CVE-2014-2195,NETWORK
CVE-2014-2196,NETWORK
CVE-2014-2197,NETWORK
CVE-2014-2198,NETWORK
CVE-2014-2199,NETWORK
CVE-2014-2200,NETWORK
CVE-2014-2201,NETWORK
CVE-2014-2205,NETWORK
CVE-2014-2206,NETWORK
CVE-2014-2208,NETWORK
CVE-2014-2209,NETWORK
CVE-2014-2210,NETWORK
CVE-2014-2211,NETWORK
CVE-2014-2212,NETWORK
CVE-2014-2216,NETWORK
CVE-2014-2217,NETWORK
CVE-2014-2219,NETWORK
CVE-2014-2223,NETWORK
CVE-2014-2224,NETWORK
CVE-2014-2226,NETWORK
CVE-2014-2227,NETWORK
CVE-2014-2230,NETWORK
CVE-2014-2231,NETWORK
CVE-2014-2232,NETWORK
CVE-2014-2233,NETWORK
CVE-2014-2234,NETWORK
CVE-2014-2235,NETWORK
CVE-2014-2236,NETWORK
CVE-2014-2237,NETWORK
CVE-2014-2238,NETWORK
CVE-2014-2240,NETWORK
CVE-2014-2241,NETWORK
CVE-2014-2242,NETWORK
CVE-2014-2243,NETWORK
CVE-2014-2244,NETWORK
CVE-2014-2245,NETWORK
CVE-2014-2246,NETWORK
CVE-2014-2247,NETWORK
CVE-2014-2248,NETWORK
CVE-2014-2249,NETWORK
CVE-2014-2250,NETWORK
CVE-2014-2251,NETWORK
CVE-2014-2252,ADJACENT_NETWORK
CVE-2014-2253,ADJACENT_NETWORK
CVE-2014-2254,NETWORK
CVE-2014-2255,NETWORK
CVE-2014-2256,NETWORK
CVE-2014-2257,NETWORK
CVE-2014-2258,NETWORK
CVE-2014-2259,NETWORK
CVE-2014-2260,NETWORK
CVE-2014-2262,NETWORK
CVE-2014-2263,NETWORK
CVE-2014-2264,NETWORK
CVE-2014-2265,NETWORK
CVE-2014-2268,NETWORK
CVE-2014-2269,NETWORK
CVE-2014-2270,NETWORK
CVE-2014-2273,LOCAL
CVE-2014-2276,NETWORK
CVE-2014-2277,LOCAL
CVE-2014-2278,NETWORK
CVE-2014-2279,NETWORK
CVE-2014-2280,NETWORK
CVE-2014-2281,NETWORK
CVE-2014-2282,NETWORK
CVE-2014-2283,NETWORK
CVE-2014-2284,NETWORK
CVE-2014-2285,NETWORK
CVE-2014-2286,NETWORK
CVE-2014-2287,NETWORK
CVE-2014-2288,NETWORK
CVE-2014-2289,NETWORK
CVE-2014-2291,NETWORK
CVE-2014-2292,LOCAL
CVE-2014-2299,NETWORK
CVE-2014-2301,NETWORK
CVE-2014-2303,NETWORK
CVE-2014-2309,ADJACENT_NETWORK
CVE-2014-2310,NETWORK
CVE-2014-2311,NETWORK
CVE-2014-2313,NETWORK
CVE-2014-2314,NETWORK
CVE-2014-2315,NETWORK
CVE-2014-2316,NETWORK
CVE-2014-2317,NETWORK
CVE-2014-2318,NETWORK
CVE-2014-2319,NETWORK
CVE-2014-2321,NETWORK
CVE-2014-2322,NETWORK
CVE-2014-2323,NETWORK
CVE-2014-2324,NETWORK
CVE-2014-2325,NETWORK
CVE-2014-2326,NETWORK
CVE-2014-2327,NETWORK
CVE-2014-2328,NETWORK
CVE-2014-2329,NETWORK
CVE-2014-2330,NETWORK
CVE-2014-2331,NETWORK
CVE-2014-2332,NETWORK
CVE-2014-2333,NETWORK
CVE-2014-2334,NETWORK
CVE-2014-2335,NETWORK
CVE-2014-2336,NETWORK
CVE-2014-2338,NETWORK
CVE-2014-2339,NETWORK
CVE-2014-2340,NETWORK
CVE-2014-2341,NETWORK
CVE-2014-2342,NETWORK
CVE-2014-2343,LOCAL
CVE-2014-2345,NETWORK
CVE-2014-2346,LOCAL
CVE-2014-2347,NETWORK
CVE-2014-2349,LOCAL
CVE-2014-2350,NETWORK
CVE-2014-2351,NETWORK
CVE-2014-2352,NETWORK
CVE-2014-2353,NETWORK
CVE-2014-2354,NETWORK
CVE-2014-2355,LOCAL
CVE-2014-2356,NETWORK
CVE-2014-2357,NETWORK
CVE-2014-2358,NETWORK
CVE-2014-2360,NETWORK
CVE-2014-2361,LOCAL
CVE-2014-2362,NETWORK
CVE-2014-2363,NETWORK
CVE-2014-2364,NETWORK
CVE-2014-2365,NETWORK
CVE-2014-2366,NETWORK
CVE-2014-2367,NETWORK
CVE-2014-2368,NETWORK
CVE-2014-2369,NETWORK
CVE-2014-2370,NETWORK
CVE-2014-2373,NETWORK
CVE-2014-2374,NETWORK
CVE-2014-2375,NETWORK
CVE-2014-2376,NETWORK
CVE-2014-2377,NETWORK
CVE-2014-2378,ADJACENT_NETWORK
CVE-2014-2379,ADJACENT_NETWORK
CVE-2014-2380,NETWORK
CVE-2014-2381,LOCAL
CVE-2014-2382,LOCAL
CVE-2014-2383,NETWORK
CVE-2014-2384,LOCAL
CVE-2014-2385,NETWORK
CVE-2014-2386,NETWORK
CVE-2014-2388,ADJACENT_NETWORK
CVE-2014-2389,NETWORK
CVE-2014-2390,NETWORK
CVE-2014-2391,NETWORK
CVE-2014-2392,NETWORK
CVE-2014-2393,NETWORK
CVE-2014-2397,NETWORK
CVE-2014-2398,NETWORK
CVE-2014-2399,NETWORK
CVE-2014-2400,NETWORK
CVE-2014-2401,NETWORK
CVE-2014-2402,NETWORK
CVE-2014-2403,NETWORK
CVE-2014-2404,NETWORK
CVE-2014-2405,NETWORK
CVE-2014-2406,NETWORK
CVE-2014-2407,NETWORK
CVE-2014-2408,NETWORK
CVE-2014-2409,NETWORK
CVE-2014-2410,NETWORK
CVE-2014-2411,NETWORK
CVE-2014-2412,NETWORK
CVE-2014-2413,NETWORK
CVE-2014-2414,NETWORK
CVE-2014-2415,NETWORK
CVE-2014-2416,NETWORK
CVE-2014-2417,NETWORK
CVE-2014-2418,NETWORK
CVE-2014-2419,NETWORK
CVE-2014-2420,NETWORK
CVE-2014-2421,NETWORK
CVE-2014-2422,NETWORK
CVE-2014-2423,NETWORK
CVE-2014-2424,NETWORK
CVE-2014-2425,NETWORK
CVE-2014-2426,NETWORK
CVE-2014-2427,NETWORK
CVE-2014-2428,NETWORK
CVE-2014-2429,NETWORK
CVE-2014-2430,NETWORK
CVE-2014-2431,NETWORK
CVE-2014-2432,NETWORK
CVE-2014-2433,NETWORK
CVE-2014-2434,NETWORK
CVE-2014-2435,NETWORK
CVE-2014-2436,NETWORK
CVE-2014-2437,NETWORK
CVE-2014-2438,NETWORK
CVE-2014-2439,NETWORK
CVE-2014-2440,NETWORK
CVE-2014-2441,LOCAL
CVE-2014-2442,NETWORK
CVE-2014-2443,NETWORK
CVE-2014-2444,NETWORK
CVE-2014-2445,NETWORK
CVE-2014-2446,NETWORK
CVE-2014-2447,NETWORK
CVE-2014-2448,NETWORK
CVE-2014-2449,NETWORK
CVE-2014-2450,NETWORK
CVE-2014-2451,NETWORK
CVE-2014-2452,NETWORK
CVE-2014-2453,NETWORK
CVE-2014-2454,NETWORK
CVE-2014-2455,NETWORK
CVE-2014-2456,NETWORK
CVE-2014-2457,NETWORK
CVE-2014-2458,NETWORK
CVE-2014-2459,LOCAL
CVE-2014-2460,NETWORK
CVE-2014-2461,NETWORK
CVE-2014-2463,NETWORK
CVE-2014-2464,NETWORK
CVE-2014-2465,NETWORK
CVE-2014-2466,NETWORK
CVE-2014-2467,NETWORK
CVE-2014-2468,NETWORK
CVE-2014-2469,NETWORK
CVE-2014-2470,NETWORK
CVE-2014-2471,NETWORK
CVE-2014-2472,NETWORK
CVE-2014-2473,NETWORK
CVE-2014-2474,NETWORK
CVE-2014-2475,NETWORK
CVE-2014-2476,NETWORK
CVE-2014-2477,LOCAL
CVE-2014-2478,NETWORK
CVE-2014-2479,NETWORK
CVE-2014-2480,NETWORK
CVE-2014-2481,NETWORK
CVE-2014-2482,NETWORK
CVE-2014-2483,NETWORK
CVE-2014-2484,NETWORK
CVE-2014-2485,LOCAL
CVE-2014-2486,LOCAL
CVE-2014-2487,LOCAL
CVE-2014-2488,LOCAL
CVE-2014-2489,LOCAL
CVE-2014-2490,NETWORK
CVE-2014-2491,NETWORK
CVE-2014-2492,NETWORK
CVE-2014-2493,NETWORK
CVE-2014-2494,NETWORK
CVE-2014-2495,ADJACENT_NETWORK
CVE-2014-2496,NETWORK
CVE-2014-2497,NETWORK
CVE-2014-2502,NETWORK
CVE-2014-2503,NETWORK
CVE-2014-2504,NETWORK
CVE-2014-2505,ADJACENT_NETWORK
CVE-2014-2506,NETWORK
CVE-2014-2507,NETWORK
CVE-2014-2508,NETWORK
CVE-2014-2509,ADJACENT_NETWORK
CVE-2014-2510,NETWORK
CVE-2014-2511,NETWORK
CVE-2014-2512,NETWORK
CVE-2014-2513,NETWORK
CVE-2014-2514,NETWORK
CVE-2014-2515,NETWORK
CVE-2014-2516,NETWORK
CVE-2014-2517,NETWORK
CVE-2014-2518,NETWORK
CVE-2014-2519,NETWORK
CVE-2014-2520,NETWORK
CVE-2014-2521,NETWORK
CVE-2014-2522,NETWORK
CVE-2014-2523,NETWORK
CVE-2014-2524,LOCAL
CVE-2014-2525,NETWORK
CVE-2014-2526,NETWORK
CVE-2014-2527,NETWORK
CVE-2014-2528,NETWORK
CVE-2014-2531,NETWORK
CVE-2014-2532,NETWORK
CVE-2014-2533,LOCAL
CVE-2014-2534,LOCAL
CVE-2014-2535,NETWORK
CVE-2014-2536,NETWORK
CVE-2014-2537,NETWORK
CVE-2014-2538,NETWORK
CVE-2014-2540,NETWORK
CVE-2014-2541,NETWORK
CVE-2014-2542,NETWORK
CVE-2014-2543,NETWORK
CVE-2014-2544,NETWORK
CVE-2014-2545,NETWORK
CVE-2014-2553,NETWORK
CVE-2014-2554,NETWORK
CVE-2014-2558,NETWORK
CVE-2014-2559,NETWORK
CVE-2014-2565,ADJACENT_NETWORK
CVE-2014-2567,NETWORK
CVE-2014-2568,ADJACENT_NETWORK
CVE-2014-2570,NETWORK
CVE-2014-2571,NETWORK
CVE-2014-2572,NETWORK
CVE-2014-2573,ADJACENT_NETWORK
CVE-2014-2575,NETWORK
CVE-2014-2576,NETWORK
CVE-2014-2577,NETWORK
CVE-2014-2578,NETWORK
CVE-2014-2579,NETWORK
CVE-2014-2580,LOCAL
CVE-2014-2583,NETWORK
CVE-2014-2585,NETWORK
CVE-2014-2586,NETWORK
CVE-2014-2587,NETWORK
CVE-2014-2588,NETWORK
CVE-2014-2589,NETWORK
CVE-2014-2590,NETWORK
CVE-2014-2591,LOCAL
CVE-2014-2593,NETWORK
CVE-2014-2597,LOCAL
CVE-2014-2598,NETWORK
CVE-2014-2599,LOCAL
CVE-2014-2600,NETWORK
CVE-2014-2601,NETWORK
CVE-2014-2602,NETWORK
CVE-2014-2603,NETWORK
CVE-2014-2604,NETWORK
CVE-2014-2605,NETWORK
CVE-2014-2606,NETWORK
CVE-2014-2607,NETWORK
CVE-2014-2608,LOCAL
CVE-2014-2609,NETWORK
CVE-2014-2610,NETWORK
CVE-2014-2611,NETWORK
CVE-2014-2612,NETWORK
CVE-2014-2613,NETWORK
CVE-2014-2614,NETWORK
CVE-2014-2615,NETWORK
CVE-2014-2616,NETWORK
CVE-2014-2617,NETWORK
CVE-2014-2618,NETWORK
CVE-2014-2619,NETWORK
CVE-2014-2620,NETWORK
CVE-2014-2621,NETWORK
CVE-2014-2622,NETWORK
CVE-2014-2623,NETWORK
CVE-2014-2624,NETWORK
CVE-2014-2625,NETWORK
CVE-2014-2626,NETWORK
CVE-2014-2627,ADJACENT_NETWORK
CVE-2014-2628,NETWORK
CVE-2014-2629,NETWORK
CVE-2014-2630,LOCAL
CVE-2014-2631,LOCAL
CVE-2014-2632,NETWORK
CVE-2014-2633,NETWORK
CVE-2014-2634,NETWORK
CVE-2014-2635,NETWORK
CVE-2014-2636,NETWORK
CVE-2014-2637,NETWORK
CVE-2014-2638,NETWORK
CVE-2014-2639,LOCAL
CVE-2014-2640,NETWORK
CVE-2014-2641,NETWORK
CVE-2014-2642,NETWORK
CVE-2014-2643,NETWORK
CVE-2014-2644,NETWORK
CVE-2014-2645,NETWORK
CVE-2014-2646,LOCAL
CVE-2014-2647,NETWORK
CVE-2014-2648,NETWORK
CVE-2014-2649,NETWORK
CVE-2014-2653,NETWORK
CVE-2014-2654,NETWORK
CVE-2014-2655,NETWORK
CVE-2014-2657,NETWORK
CVE-2014-2658,NETWORK
CVE-2014-2659,NETWORK
CVE-2014-2664,NETWORK
CVE-2014-2665,NETWORK
CVE-2014-2667,LOCAL
CVE-2014-2668,NETWORK
CVE-2014-2669,NETWORK
CVE-2014-2670,NETWORK
CVE-2014-2671,NETWORK
CVE-2014-2672,NETWORK
CVE-2014-2673,LOCAL
CVE-2014-2678,LOCAL
CVE-2014-2681,NETWORK
CVE-2014-2682,NETWORK
CVE-2014-2683,NETWORK
CVE-2014-2684,NETWORK
CVE-2014-2685,NETWORK
CVE-2014-2689,NETWORK
CVE-2014-2690,LOCAL
CVE-2014-2706,NETWORK
CVE-2014-2707,ADJACENT_NETWORK
CVE-2014-2708,NETWORK
CVE-2014-2709,NETWORK
CVE-2014-2710,NETWORK
CVE-2014-2711,NETWORK
CVE-2014-2712,NETWORK
CVE-2014-2713,NETWORK
CVE-2014-2714,NETWORK
CVE-2014-2715,NETWORK
CVE-2014-2716,NETWORK
CVE-2014-2717,NETWORK
CVE-2014-2718,NETWORK
CVE-2014-2719,NETWORK
CVE-2014-2720,NETWORK
CVE-2014-2729,NETWORK
CVE-2014-2730,NETWORK
CVE-2014-2731,NETWORK
CVE-2014-2732,NETWORK
CVE-2014-2733,NETWORK
CVE-2014-2734,NETWORK
CVE-2014-2735,NETWORK
CVE-2014-2736,NETWORK
CVE-2014-2737,NETWORK
CVE-2014-2739,ADJACENT_NETWORK
CVE-2014-2741,NETWORK
CVE-2014-2742,NETWORK
CVE-2014-2743,NETWORK
CVE-2014-2744,NETWORK
CVE-2014-2745,NETWORK
CVE-2014-2746,NETWORK
CVE-2014-2748,NETWORK
CVE-2014-2749,NETWORK
CVE-2014-2751,NETWORK
CVE-2014-2752,NETWORK
CVE-2014-2753,NETWORK
CVE-2014-2754,NETWORK
CVE-2014-2755,NETWORK
CVE-2014-2756,NETWORK
CVE-2014-2757,NETWORK
CVE-2014-2758,NETWORK
CVE-2014-2759,NETWORK
CVE-2014-2760,NETWORK
CVE-2014-2761,NETWORK
CVE-2014-2763,NETWORK
CVE-2014-2764,NETWORK
CVE-2014-2765,NETWORK
CVE-2014-2766,NETWORK
CVE-2014-2767,NETWORK
CVE-2014-2768,NETWORK
CVE-2014-2769,NETWORK
CVE-2014-2770,NETWORK
CVE-2014-2771,NETWORK
CVE-2014-2772,NETWORK
CVE-2014-2773,NETWORK
CVE-2014-2774,NETWORK
CVE-2014-2775,NETWORK
CVE-2014-2776,NETWORK
CVE-2014-2777,NETWORK
CVE-2014-2778,NETWORK
CVE-2014-2779,NETWORK
CVE-2014-2780,LOCAL
CVE-2014-2781,NETWORK
CVE-2014-2782,NETWORK
CVE-2014-2783,NETWORK
CVE-2014-2784,NETWORK
CVE-2014-2785,NETWORK
CVE-2014-2786,NETWORK
CVE-2014-2787,NETWORK
CVE-2014-2788,NETWORK
CVE-2014-2789,NETWORK
CVE-2014-2790,NETWORK
CVE-2014-2791,NETWORK
CVE-2014-2792,NETWORK
CVE-2014-2794,NETWORK
CVE-2014-2795,NETWORK
CVE-2014-2796,NETWORK
CVE-2014-2797,NETWORK
CVE-2014-2798,NETWORK
CVE-2014-2799,NETWORK
CVE-2014-2800,NETWORK
CVE-2014-2801,NETWORK
CVE-2014-2802,NETWORK
CVE-2014-2803,NETWORK
CVE-2014-2804,NETWORK
CVE-2014-2806,NETWORK
CVE-2014-2807,NETWORK
CVE-2014-2808,NETWORK
CVE-2014-2809,NETWORK
CVE-2014-2810,NETWORK
CVE-2014-2811,NETWORK
CVE-2014-2813,NETWORK
CVE-2014-2814,NETWORK
CVE-2014-2815,NETWORK
CVE-2014-2816,NETWORK
CVE-2014-2817,NETWORK
CVE-2014-2818,NETWORK
CVE-2014-2819,NETWORK
CVE-2014-2820,NETWORK
CVE-2014-2821,NETWORK
CVE-2014-2822,NETWORK
CVE-2014-2823,NETWORK
CVE-2014-2824,NETWORK
CVE-2014-2825,NETWORK
CVE-2014-2826,NETWORK
CVE-2014-2827,NETWORK
CVE-2014-2828,NETWORK
CVE-2014-2829,NETWORK
CVE-2014-2830,NETWORK
CVE-2014-2838,NETWORK
CVE-2014-2839,NETWORK
CVE-2014-2842,NETWORK
CVE-2014-2844,NETWORK
CVE-2014-2845,NETWORK
CVE-2014-2846,NETWORK
CVE-2014-2847,NETWORK
CVE-2014-2848,LOCAL
CVE-2014-2849,NETWORK
CVE-2014-2850,NETWORK
CVE-2014-2851,LOCAL
CVE-2014-2852,NETWORK
CVE-2014-2853,NETWORK
CVE-2014-2854,NETWORK
CVE-2014-2855,NETWORK
CVE-2014-2856,NETWORK
CVE-2014-2857,NETWORK
CVE-2014-2858,NETWORK
CVE-2014-2859,NETWORK
CVE-2014-2860,NETWORK
CVE-2014-2861,NETWORK
CVE-2014-2862,NETWORK
CVE-2014-2863,NETWORK
CVE-2014-2864,NETWORK
CVE-2014-2865,NETWORK
CVE-2014-2866,NETWORK
CVE-2014-2867,NETWORK
CVE-2014-2868,NETWORK
CVE-2014-2869,NETWORK
CVE-2014-2870,NETWORK
CVE-2014-2871,NETWORK
CVE-2014-2872,NETWORK
CVE-2014-2873,NETWORK
CVE-2014-2874,NETWORK
CVE-2014-2879,NETWORK
CVE-2014-2880,NETWORK
CVE-2014-2881,NETWORK
CVE-2014-2882,NETWORK
CVE-2014-2886,NETWORK
CVE-2014-2888,NETWORK
CVE-2014-2889,LOCAL
CVE-2014-2890,NETWORK
CVE-2014-2891,NETWORK
CVE-2014-2892,NETWORK
CVE-2014-2893,LOCAL
CVE-2014-2894,LOCAL
CVE-2014-2899,NETWORK
CVE-2014-2900,NETWORK
CVE-2014-2903,NETWORK
CVE-2014-2905,LOCAL
CVE-2014-2907,NETWORK
CVE-2014-2908,NETWORK
CVE-2014-2909,NETWORK
CVE-2014-2913,NETWORK
CVE-2014-2915,ADJACENT_NETWORK
CVE-2014-2916,NETWORK
CVE-2014-2921,NETWORK
CVE-2014-2922,NETWORK
CVE-2014-2925,NETWORK
CVE-2014-2926,LOCAL
CVE-2014-2927,NETWORK
CVE-2014-2928,NETWORK
CVE-2014-2933,NETWORK
CVE-2014-2934,NETWORK
CVE-2014-2935,NETWORK
CVE-2014-2936,NETWORK
CVE-2014-2938,NETWORK
CVE-2014-2939,NETWORK
CVE-2014-2940,NETWORK
CVE-2014-2941,NETWORK
CVE-2014-2942,LOCAL
CVE-2014-2946,NETWORK
CVE-2014-2947,NETWORK
CVE-2014-2948,NETWORK
CVE-2014-2949,NETWORK
CVE-2014-2950,NETWORK
CVE-2014-2951,NETWORK
CVE-2014-2955,NETWORK
CVE-2014-2956,NETWORK
CVE-2014-2957,NETWORK
CVE-2014-2959,NETWORK
CVE-2014-2960,NETWORK
CVE-2014-2962,NETWORK
CVE-2014-2963,NETWORK
CVE-2014-2964,LOCAL
CVE-2014-2965,NETWORK
CVE-2014-2966,NETWORK
CVE-2014-2967,NETWORK
CVE-2014-2968,NETWORK
CVE-2014-2969,ADJACENT_NETWORK
CVE-2014-2971,NETWORK
CVE-2014-2972,LOCAL
CVE-2014-2974,NETWORK
CVE-2014-2975,NETWORK
CVE-2014-2976,NETWORK
CVE-2014-2977,NETWORK
CVE-2014-2978,NETWORK
CVE-2014-2980,NETWORK
CVE-2014-2983,NETWORK
CVE-2014-2986,ADJACENT_NETWORK
CVE-2014-2987,NETWORK
CVE-2014-2988,NETWORK
CVE-2014-2989,NETWORK
CVE-2014-2992,NETWORK
CVE-2014-2993,NETWORK
CVE-2014-2994,NETWORK
CVE-2014-2995,NETWORK
CVE-2014-2996,NETWORK
CVE-2014-3000,NETWORK
CVE-2014-3001,NETWORK
CVE-2014-3004,NETWORK
CVE-2014-3005,NETWORK
CVE-2014-3006,NETWORK
CVE-2014-3007,NETWORK
CVE-2014-3008,NETWORK
CVE-2014-3009,NETWORK
CVE-2014-3010,NETWORK
CVE-2014-3011,NETWORK
CVE-2014-3012,NETWORK
CVE-2014-3013,NETWORK
CVE-2014-3014,NETWORK
CVE-2014-3015,NETWORK
CVE-2014-3018,NETWORK
CVE-2014-3019,NETWORK
CVE-2014-3020,LOCAL
CVE-2014-3021,NETWORK
CVE-2014-3022,NETWORK
CVE-2014-3024,NETWORK
CVE-2014-3025,NETWORK
CVE-2014-3026,NETWORK
CVE-2014-3031,NETWORK
CVE-2014-3032,NETWORK
CVE-2014-3033,NETWORK
CVE-2014-3034,NETWORK
CVE-2014-3035,NETWORK
CVE-2014-3036,NETWORK
CVE-2014-3037,NETWORK
CVE-2014-3038,LOCAL
CVE-2014-3040,NETWORK
CVE-2014-3041,NETWORK
CVE-2014-3042,NETWORK
CVE-2014-3043,NETWORK
CVE-2014-3045,LOCAL
CVE-2014-3048,LOCAL
CVE-2014-3050,NETWORK
CVE-2014-3051,NETWORK
CVE-2014-3052,ADJACENT_NETWORK
CVE-2014-3053,ADJACENT_NETWORK
CVE-2014-3054,NETWORK
CVE-2014-3055,NETWORK
CVE-2014-3056,NETWORK
CVE-2014-3057,NETWORK
CVE-2014-3058,NETWORK
CVE-2014-3059,NETWORK
CVE-2014-3060,NETWORK
CVE-2014-3061,NETWORK
CVE-2014-3062,NETWORK
CVE-2014-3063,NETWORK
CVE-2014-3064,NETWORK
CVE-2014-3065,LOCAL
CVE-2014-3066,NETWORK
CVE-2014-3068,NETWORK
CVE-2014-3069,NETWORK
CVE-2014-3070,NETWORK
CVE-2014-3071,NETWORK
CVE-2014-3072,LOCAL
CVE-2014-3073,NETWORK
CVE-2014-3074,LOCAL
CVE-2014-3075,NETWORK
CVE-2014-3076,NETWORK
CVE-2014-3077,LOCAL
CVE-2014-3079,NETWORK
CVE-2014-3080,NETWORK
CVE-2014-3081,NETWORK
CVE-2014-3083,NETWORK
CVE-2014-3084,NETWORK
CVE-2014-3085,NETWORK
CVE-2014-3086,NETWORK
CVE-2014-3087,NETWORK
CVE-2014-3088,NETWORK
CVE-2014-3089,LOCAL
CVE-2014-3090,NETWORK
CVE-2014-3091,NETWORK
CVE-2014-3092,NETWORK
CVE-2014-3093,LOCAL
CVE-2014-3094,NETWORK
CVE-2014-3095,NETWORK
CVE-2014-3096,NETWORK
CVE-2014-3097,NETWORK
CVE-2014-3099,LOCAL
CVE-2014-3100,NETWORK
CVE-2014-3101,NETWORK
CVE-2014-3102,NETWORK
CVE-2014-3103,NETWORK
CVE-2014-3104,NETWORK
CVE-2014-3105,NETWORK
CVE-2014-3106,NETWORK
CVE-2014-3110,NETWORK
CVE-2014-3111,NETWORK
CVE-2014-3113,NETWORK
CVE-2014-3115,NETWORK
CVE-2014-3120,NETWORK
CVE-2014-3121,NETWORK
CVE-2014-3122,LOCAL
CVE-2014-3123,NETWORK
CVE-2014-3124,ADJACENT_NETWORK
CVE-2014-3125,ADJACENT_NETWORK
CVE-2014-3127,NETWORK
CVE-2014-3129,NETWORK
CVE-2014-3130,LOCAL
CVE-2014-3131,NETWORK
CVE-2014-3132,NETWORK
CVE-2014-3133,NETWORK
CVE-2014-3134,NETWORK
CVE-2014-3135,NETWORK
CVE-2014-3137,NETWORK
CVE-2014-3138,NETWORK
CVE-2014-3139,NETWORK
CVE-2014-3144,LOCAL
CVE-2014-3145,LOCAL
CVE-2014-3146,NETWORK
CVE-2014-3147,NETWORK
CVE-2014-3148,NETWORK
CVE-2014-3149,NETWORK
CVE-2014-3150,NETWORK
CVE-2014-3152,NETWORK
CVE-2014-3153,LOCAL
CVE-2014-3154,NETWORK
CVE-2014-3155,NETWORK
CVE-2014-3156,NETWORK
CVE-2014-3157,NETWORK
CVE-2014-3158,NETWORK
CVE-2014-3159,NETWORK
CVE-2014-3160,NETWORK
CVE-2014-3161,NETWORK
CVE-2014-3162,NETWORK
CVE-2014-3164,NETWORK
CVE-2014-3165,NETWORK
CVE-2014-3166,NETWORK
CVE-2014-3167,NETWORK
CVE-2014-3168,NETWORK
CVE-2014-3169,NETWORK
CVE-2014-3170,NETWORK
CVE-2014-3171,NETWORK
CVE-2014-3172,NETWORK
CVE-2014-3173,NETWORK
CVE-2014-3174,NETWORK
CVE-2014-3175,NETWORK
CVE-2014-3176,NETWORK
CVE-2014-3177,NETWORK
CVE-2014-3178,NETWORK
CVE-2014-3179,NETWORK
CVE-2014-3181,LOCAL
CVE-2014-3182,LOCAL
CVE-2014-3183,LOCAL
CVE-2014-3184,LOCAL
CVE-2014-3185,LOCAL
CVE-2014-3186,LOCAL
CVE-2014-3187,NETWORK
CVE-2014-3188,NETWORK
CVE-2014-3189,NETWORK
CVE-2014-3190,NETWORK
CVE-2014-3191,NETWORK
CVE-2014-3192,NETWORK
CVE-2014-3193,NETWORK
CVE-2014-3194,NETWORK
CVE-2014-3195,NETWORK
CVE-2014-3196,NETWORK
CVE-2014-3197,NETWORK
CVE-2014-3198,NETWORK
CVE-2014-3199,NETWORK
CVE-2014-3200,NETWORK
CVE-2014-3201,NETWORK
CVE-2014-3202,LOCAL
CVE-2014-3203,LOCAL
CVE-2014-3204,LOCAL
CVE-2014-3207,NETWORK
CVE-2014-3209,LOCAL
CVE-2014-3210,NETWORK
CVE-2014-3214,NETWORK
CVE-2014-3215,LOCAL
CVE-2014-3216,NETWORK
CVE-2014-3219,LOCAL
CVE-2014-3220,NETWORK
CVE-2014-3221,NETWORK
CVE-2014-3222,LOCAL
CVE-2014-3223,NETWORK
CVE-2014-3224,NETWORK
CVE-2014-3225,NETWORK
CVE-2014-3227,NETWORK
CVE-2014-3242,NETWORK
CVE-2014-3243,NETWORK
CVE-2014-3244,NETWORK
CVE-2014-3246,NETWORK
CVE-2014-3247,NETWORK
CVE-2014-3248,LOCAL
CVE-2014-3249,NETWORK
CVE-2014-3250,NETWORK
CVE-2014-3251,LOCAL
CVE-2014-3260,NETWORK
