cve,modAV
CVE-2006-4652,NETWORK
CVE-2006-4653,NETWORK
CVE-2006-4654,NETWORK
CVE-2006-4655,LOCAL
CVE-2006-4656,NETWORK
CVE-2006-4657,LOCAL
CVE-2006-4658,NETWORK
CVE-2006-4659,NETWORK
CVE-2006-4660,NETWORK
CVE-2006-4661,NETWORK
CVE-2006-4662,NETWORK
CVE-2006-4663,LOCAL
CVE-2006-4664,NETWORK
CVE-2006-4665,NETWORK
CVE-2006-4666,NETWORK
CVE-2006-4667,NETWORK
CVE-2006-4668,NETWORK
CVE-2006-4669,NETWORK
CVE-2006-4670,NETWORK
CVE-2006-4671,NETWORK
CVE-2006-4672,NETWORK
CVE-2006-4673,NETWORK
CVE-2006-4674,NETWORK
CVE-2006-4675,NETWORK
CVE-2006-4676,LOCAL
CVE-2006-4677,NETWORK
CVE-2006-4678,NETWORK
CVE-2006-4679,NETWORK
CVE-2006-4680,NETWORK
CVE-2006-4681,NETWORK
CVE-2006-4682,NETWORK
CVE-2006-4683,NETWORK
CVE-2006-4684,NETWORK
CVE-2006-4685,NETWORK
CVE-2006-4686,NETWORK
CVE-2006-4687,NETWORK
CVE-2006-4688,NETWORK
CVE-2006-4689,NETWORK
CVE-2006-4691,NETWORK
CVE-2006-4692,NETWORK
CVE-2006-4693,NETWORK
CVE-2006-4694,NETWORK
CVE-2006-4695,NETWORK
CVE-2006-4696,NETWORK
CVE-2006-4697,NETWORK
CVE-2006-4702,NETWORK
CVE-2006-4704,NETWORK
CVE-2006-4705,NETWORK
CVE-2006-4706,NETWORK
CVE-2006-4707,NETWORK
CVE-2006-4708,NETWORK
CVE-2006-4709,NETWORK
CVE-2006-4710,NETWORK
CVE-2006-4711,NETWORK
CVE-2006-4712,NETWORK
CVE-2006-4713,NETWORK
CVE-2006-4714,NETWORK
CVE-2006-4715,NETWORK
CVE-2006-4716,NETWORK
CVE-2006-4717,NETWORK
CVE-2006-4718,NETWORK
CVE-2006-4719,NETWORK
CVE-2006-4720,NETWORK
CVE-2006-4721,NETWORK
CVE-2006-4722,NETWORK
CVE-2006-4723,NETWORK
CVE-2006-4724,NETWORK
CVE-2006-4725,LOCAL
CVE-2006-4726,NETWORK
CVE-2006-4727,NETWORK
CVE-2006-4731,NETWORK
CVE-2006-4732,NETWORK
CVE-2006-4733,NETWORK
CVE-2006-4734,NETWORK
CVE-2006-4735,NETWORK
CVE-2006-4736,NETWORK
CVE-2006-4737,NETWORK
CVE-2006-4738,NETWORK
CVE-2006-4739,NETWORK
CVE-2006-4740,NETWORK
CVE-2006-4741,NETWORK
CVE-2006-4742,NETWORK
CVE-2006-4743,NETWORK
CVE-2006-4744,NETWORK
CVE-2006-4745,LOCAL
CVE-2006-4746,NETWORK
CVE-2006-4747,NETWORK
CVE-2006-4748,NETWORK
CVE-2006-4749,NETWORK
CVE-2006-4750,NETWORK
CVE-2006-4751,NETWORK
CVE-2006-4752,NETWORK
CVE-2006-4753,NETWORK
CVE-2006-4754,NETWORK
CVE-2006-4755,NETWORK
CVE-2006-4756,NETWORK
CVE-2006-4757,NETWORK
CVE-2006-4758,NETWORK
CVE-2006-4759,NETWORK
CVE-2006-4760,NETWORK
CVE-2006-4761,NETWORK
CVE-2006-4762,NETWORK
CVE-2006-4763,NETWORK
CVE-2006-4764,NETWORK
CVE-2006-4765,NETWORK
CVE-2006-4766,NETWORK
CVE-2006-4767,NETWORK
CVE-2006-4768,NETWORK
CVE-2006-4769,NETWORK
CVE-2006-4770,NETWORK
CVE-2006-4771,NETWORK
CVE-2006-4772,NETWORK
CVE-2006-4773,NETWORK
CVE-2006-4774,NETWORK
CVE-2006-4775,NETWORK
CVE-2006-4776,NETWORK
CVE-2006-4777,NETWORK
CVE-2006-4778,NETWORK
CVE-2006-4779,NETWORK
CVE-2006-4780,NETWORK
CVE-2006-4781,NETWORK
CVE-2006-4782,NETWORK
CVE-2006-4783,NETWORK
CVE-2006-4784,NETWORK
CVE-2006-4785,NETWORK
CVE-2006-4786,NETWORK
CVE-2006-4787,LOCAL
CVE-2006-4788,NETWORK
CVE-2006-4789,LOCAL
CVE-2006-4790,NETWORK
CVE-2006-4793,NETWORK
CVE-2006-4794,NETWORK
CVE-2006-4795,LOCAL
CVE-2006-4796,NETWORK
CVE-2006-4797,NETWORK
CVE-2006-4798,NETWORK
CVE-2006-4799,NETWORK
CVE-2006-4800,NETWORK
CVE-2006-4801,LOCAL
CVE-2006-4802,LOCAL
CVE-2006-4803,LOCAL
CVE-2006-4805,NETWORK
CVE-2006-4806,NETWORK
CVE-2006-4807,NETWORK
CVE-2006-4808,NETWORK
CVE-2006-4809,NETWORK
CVE-2006-4810,LOCAL
CVE-2006-4811,NETWORK
CVE-2006-4812,NETWORK
CVE-2006-4813,LOCAL
CVE-2006-4814,LOCAL
CVE-2006-4819,NETWORK
CVE-2006-4820,LOCAL
CVE-2006-4821,NETWORK
CVE-2006-4822,NETWORK
CVE-2006-4823,NETWORK
CVE-2006-4824,NETWORK
CVE-2006-4825,NETWORK
CVE-2006-4826,NETWORK
CVE-2006-4827,NETWORK
CVE-2006-4828,NETWORK
CVE-2006-4829,NETWORK
CVE-2006-4830,NETWORK
CVE-2006-4831,NETWORK
CVE-2006-4832,NETWORK
CVE-2006-4833,NETWORK
CVE-2006-4834,NETWORK
CVE-2006-4835,NETWORK
CVE-2006-4836,NETWORK
CVE-2006-4837,NETWORK
CVE-2006-4838,NETWORK
CVE-2006-4839,NETWORK
CVE-2006-4842,LOCAL
CVE-2006-4843,NETWORK
CVE-2006-4844,NETWORK
CVE-2006-4845,NETWORK
CVE-2006-4846,NETWORK
CVE-2006-4847,NETWORK
CVE-2006-4848,NETWORK
CVE-2006-4849,NETWORK
CVE-2006-4850,NETWORK
CVE-2006-4851,NETWORK
CVE-2006-4852,NETWORK
CVE-2006-4853,NETWORK
CVE-2006-4855,LOCAL
CVE-2006-4856,NETWORK
CVE-2006-4857,NETWORK
CVE-2006-4858,NETWORK
CVE-2006-4859,NETWORK
CVE-2006-4860,NETWORK
CVE-2006-4861,NETWORK
CVE-2006-4862,NETWORK
CVE-2006-4863,NETWORK
CVE-2006-4864,NETWORK
CVE-2006-4865,NETWORK
CVE-2006-4866,LOCAL
CVE-2006-4867,NETWORK
CVE-2006-4868,NETWORK
CVE-2006-4869,NETWORK
CVE-2006-4870,NETWORK
CVE-2006-4871,NETWORK
CVE-2006-4872,NETWORK
CVE-2006-4873,NETWORK
CVE-2006-4874,NETWORK
CVE-2006-4875,NETWORK
CVE-2006-4876,NETWORK
CVE-2006-4877,NETWORK
CVE-2006-4878,NETWORK
CVE-2006-4879,NETWORK
CVE-2006-4880,NETWORK
CVE-2006-4881,NETWORK
CVE-2006-4882,NETWORK
CVE-2006-4883,NETWORK
CVE-2006-4884,NETWORK
CVE-2006-4885,NETWORK
CVE-2006-4886,LOCAL
CVE-2006-4887,LOCAL
CVE-2006-4888,NETWORK
CVE-2006-4889,NETWORK
CVE-2006-4890,NETWORK
CVE-2006-4891,NETWORK
CVE-2006-4892,NETWORK
CVE-2006-4893,NETWORK
CVE-2006-4894,NETWORK
CVE-2006-4895,NETWORK
CVE-2006-4897,NETWORK
CVE-2006-4898,NETWORK
CVE-2006-4899,NETWORK
CVE-2006-4900,NETWORK
CVE-2006-4901,NETWORK
CVE-2006-4902,NETWORK
CVE-2006-4904,NETWORK
CVE-2006-4905,NETWORK
CVE-2006-4906,NETWORK
CVE-2006-4907,NETWORK
CVE-2006-4908,NETWORK
CVE-2006-4909,NETWORK
CVE-2006-4910,NETWORK
CVE-2006-4911,NETWORK
CVE-2006-4912,NETWORK
CVE-2006-4913,NETWORK
CVE-2006-4914,NETWORK
CVE-2006-4915,NETWORK
CVE-2006-4916,NETWORK
CVE-2006-4917,NETWORK
CVE-2006-4918,NETWORK
CVE-2006-4919,NETWORK
CVE-2006-4920,NETWORK
CVE-2006-4921,NETWORK
CVE-2006-4922,NETWORK
CVE-2006-4923,NETWORK
CVE-2006-4924,NETWORK
CVE-2006-4925,NETWORK
CVE-2006-4926,LOCAL
CVE-2006-4927,LOCAL
CVE-2006-4935,NETWORK
CVE-2006-4936,NETWORK
CVE-2006-4937,NETWORK
CVE-2006-4938,NETWORK
CVE-2006-4939,NETWORK
CVE-2006-4940,NETWORK
CVE-2006-4941,NETWORK
CVE-2006-4942,NETWORK
CVE-2006-4943,NETWORK
CVE-2006-4944,NETWORK
CVE-2006-4945,NETWORK
CVE-2006-4946,NETWORK
CVE-2006-4947,NETWORK
CVE-2006-4948,NETWORK
CVE-2006-4949,NETWORK
CVE-2006-4950,NETWORK
CVE-2006-4951,NETWORK
CVE-2006-4952,NETWORK
CVE-2006-4953,NETWORK
CVE-2006-4954,NETWORK
CVE-2006-4955,NETWORK
CVE-2006-4956,NETWORK
CVE-2006-4957,NETWORK
CVE-2006-4958,NETWORK
CVE-2006-4959,NETWORK
CVE-2006-4960,NETWORK
CVE-2006-4961,NETWORK
CVE-2006-4962,NETWORK
CVE-2006-4963,NETWORK
CVE-2006-4964,NETWORK
CVE-2006-4965,NETWORK
CVE-2006-4966,NETWORK
CVE-2006-4967,NETWORK
CVE-2006-4968,NETWORK
CVE-2006-4969,NETWORK
CVE-2006-4970,NETWORK
CVE-2006-4971,NETWORK
CVE-2006-4972,NETWORK
CVE-2006-4973,NETWORK
CVE-2006-4974,NETWORK
CVE-2006-4975,NETWORK
CVE-2006-4976,NETWORK
CVE-2006-4977,NETWORK
CVE-2006-4978,NETWORK
CVE-2006-4979,NETWORK
CVE-2006-4980,NETWORK
CVE-2006-4981,LOCAL
CVE-2006-4982,LOCAL
CVE-2006-4983,NETWORK
CVE-2006-4984,NETWORK
CVE-2006-4985,NETWORK
CVE-2006-4986,NETWORK
CVE-2006-4987,NETWORK
CVE-2006-4988,NETWORK
CVE-2006-4989,NETWORK
CVE-2006-4990,NETWORK
CVE-2006-4991,LOCAL
CVE-2006-4992,NETWORK
CVE-2006-4993,NETWORK
CVE-2006-4994,LOCAL
CVE-2006-4995,NETWORK
CVE-2006-4996,NETWORK
CVE-2006-4997,NETWORK
CVE-2006-5000,NETWORK
CVE-2006-5001,NETWORK
CVE-2006-5002,NETWORK
CVE-2006-5003,LOCAL
CVE-2006-5004,LOCAL
CVE-2006-5005,LOCAL
CVE-2006-5006,LOCAL
CVE-2006-5007,LOCAL
CVE-2006-5008,NETWORK
CVE-2006-5009,LOCAL
CVE-2006-5010,LOCAL
CVE-2006-5011,LOCAL
CVE-2006-5012,LOCAL
CVE-2006-5013,NETWORK
CVE-2006-5014,NETWORK
CVE-2006-5015,NETWORK
CVE-2006-5016,NETWORK
CVE-2006-5017,NETWORK
CVE-2006-5018,NETWORK
CVE-2006-5019,NETWORK
CVE-2006-5020,NETWORK
CVE-2006-5021,NETWORK
CVE-2006-5022,NETWORK
CVE-2006-5023,NETWORK
CVE-2006-5024,NETWORK
CVE-2006-5025,NETWORK
CVE-2006-5026,NETWORK
CVE-2006-5027,NETWORK
CVE-2006-5028,NETWORK
CVE-2006-5029,NETWORK
CVE-2006-5030,NETWORK
CVE-2006-5031,NETWORK
CVE-2006-5032,NETWORK
CVE-2006-5033,NETWORK
CVE-2006-5034,NETWORK
CVE-2006-5035,NETWORK
CVE-2006-5036,NETWORK
CVE-2006-5037,NETWORK
CVE-2006-5038,NETWORK
CVE-2006-5039,NETWORK
CVE-2006-5040,NETWORK
CVE-2006-5041,NETWORK
CVE-2006-5042,NETWORK
CVE-2006-5043,NETWORK
CVE-2006-5044,NETWORK
CVE-2006-5045,NETWORK
CVE-2006-5046,NETWORK
CVE-2006-5047,NETWORK
CVE-2006-5048,NETWORK
CVE-2006-5049,NETWORK
CVE-2006-5050,NETWORK
CVE-2006-5051,NETWORK
CVE-2006-5052,NETWORK
CVE-2006-5053,NETWORK
CVE-2006-5054,NETWORK
CVE-2006-5055,NETWORK
CVE-2006-5056,NETWORK
CVE-2006-5057,NETWORK
CVE-2006-5058,NETWORK
CVE-2006-5059,NETWORK
CVE-2006-5060,NETWORK
CVE-2006-5061,NETWORK
CVE-2006-5062,NETWORK
CVE-2006-5063,NETWORK
CVE-2006-5064,NETWORK
CVE-2006-5065,NETWORK
CVE-2006-5066,NETWORK
CVE-2006-5067,NETWORK
CVE-2006-5068,NETWORK
CVE-2006-5069,NETWORK
CVE-2006-5070,NETWORK
CVE-2006-5071,NETWORK
CVE-2006-5072,LOCAL
CVE-2006-5073,NETWORK
CVE-2006-5074,NETWORK
CVE-2006-5075,NETWORK
CVE-2006-5076,NETWORK
CVE-2006-5077,NETWORK
CVE-2006-5078,NETWORK
CVE-2006-5079,NETWORK
CVE-2006-5080,NETWORK
CVE-2006-5081,NETWORK
CVE-2006-5082,NETWORK
CVE-2006-5083,NETWORK
CVE-2006-5084,NETWORK
CVE-2006-5085,NETWORK
CVE-2006-5086,NETWORK
CVE-2006-5087,NETWORK
CVE-2006-5088,NETWORK
CVE-2006-5089,NETWORK
CVE-2006-5090,NETWORK
CVE-2006-5091,LOCAL
CVE-2006-5092,NETWORK
CVE-2006-5093,NETWORK
CVE-2006-5094,NETWORK
CVE-2006-5095,NETWORK
CVE-2006-5096,NETWORK
CVE-2006-5097,NETWORK
CVE-2006-5098,NETWORK
CVE-2006-5099,NETWORK
CVE-2006-5100,NETWORK
CVE-2006-5101,NETWORK
CVE-2006-5102,NETWORK
CVE-2006-5103,NETWORK
CVE-2006-5104,NETWORK
CVE-2006-5105,NETWORK
CVE-2006-5106,NETWORK
CVE-2006-5107,NETWORK
CVE-2006-5108,NETWORK
CVE-2006-5109,NETWORK
CVE-2006-5110,NETWORK
CVE-2006-5111,NETWORK
CVE-2006-5112,NETWORK
CVE-2006-5113,NETWORK
CVE-2006-5114,NETWORK
CVE-2006-5115,NETWORK
CVE-2006-5116,NETWORK
CVE-2006-5117,NETWORK
CVE-2006-5118,NETWORK
CVE-2006-5119,NETWORK
CVE-2006-5120,NETWORK
CVE-2006-5121,NETWORK
CVE-2006-5122,NETWORK
CVE-2006-5123,NETWORK
CVE-2006-5124,NETWORK
CVE-2006-5125,NETWORK
CVE-2006-5126,NETWORK
CVE-2006-5127,NETWORK
CVE-2006-5128,NETWORK
CVE-2006-5129,NETWORK
CVE-2006-5130,NETWORK
CVE-2006-5131,NETWORK
CVE-2006-5132,NETWORK
CVE-2006-5133,NETWORK
CVE-2006-5134,NETWORK
CVE-2006-5135,NETWORK
CVE-2006-5136,NETWORK
CVE-2006-5137,NETWORK
CVE-2006-5138,NETWORK
CVE-2006-5139,NETWORK
CVE-2006-5140,NETWORK
CVE-2006-5141,NETWORK
CVE-2006-5142,NETWORK
CVE-2006-5143,NETWORK
CVE-2006-5144,NETWORK
CVE-2006-5145,NETWORK
CVE-2006-5146,NETWORK
CVE-2006-5147,NETWORK
CVE-2006-5148,NETWORK
CVE-2006-5149,NETWORK
CVE-2006-5150,NETWORK
CVE-2006-5151,NETWORK
CVE-2006-5152,NETWORK
CVE-2006-5153,NETWORK
CVE-2006-5154,NETWORK
CVE-2006-5155,NETWORK
CVE-2006-5156,NETWORK
CVE-2006-5157,NETWORK
CVE-2006-5158,ADJACENT_NETWORK
CVE-2006-5159,NETWORK
CVE-2006-5160,NETWORK
CVE-2006-5161,NETWORK
CVE-2006-5162,NETWORK
CVE-2006-5163,LOCAL
CVE-2006-5164,NETWORK
CVE-2006-5165,NETWORK
CVE-2006-5166,NETWORK
CVE-2006-5167,NETWORK
CVE-2006-5168,NETWORK
CVE-2006-5169,NETWORK
CVE-2006-5170,NETWORK
CVE-2006-5171,NETWORK
CVE-2006-5172,NETWORK
CVE-2006-5173,LOCAL
CVE-2006-5174,LOCAL
CVE-2006-5175,NETWORK
CVE-2006-5176,NETWORK
CVE-2006-5177,NETWORK
CVE-2006-5178,LOCAL
CVE-2006-5179,NETWORK
CVE-2006-5180,NETWORK
CVE-2006-5181,NETWORK
CVE-2006-5182,NETWORK
CVE-2006-5183,NETWORK
CVE-2006-5184,NETWORK
CVE-2006-5185,NETWORK
CVE-2006-5186,NETWORK
CVE-2006-5187,NETWORK
CVE-2006-5188,NETWORK
CVE-2006-5189,NETWORK
CVE-2006-5190,NETWORK
CVE-2006-5191,NETWORK
CVE-2006-5192,NETWORK
CVE-2006-5193,NETWORK
CVE-2006-5194,NETWORK
CVE-2006-5195,NETWORK
CVE-2006-5196,NETWORK
CVE-2006-5197,NETWORK
CVE-2006-5198,NETWORK
CVE-2006-5199,LOCAL
CVE-2006-5200,NETWORK
CVE-2006-5201,NETWORK
CVE-2006-5202,NETWORK
CVE-2006-5203,NETWORK
CVE-2006-5204,NETWORK
CVE-2006-5205,NETWORK
CVE-2006-5206,NETWORK
CVE-2006-5207,NETWORK
CVE-2006-5208,NETWORK
CVE-2006-5209,NETWORK
CVE-2006-5210,NETWORK
CVE-2006-5211,NETWORK
CVE-2006-5212,NETWORK
CVE-2006-5213,LOCAL
CVE-2006-5214,LOCAL
CVE-2006-5215,LOCAL
CVE-2006-5216,NETWORK
CVE-2006-5217,NETWORK
CVE-2006-5218,LOCAL
CVE-2006-5219,NETWORK
CVE-2006-5220,NETWORK
CVE-2006-5221,NETWORK
CVE-2006-5222,NETWORK
CVE-2006-5223,NETWORK
CVE-2006-5224,NETWORK
CVE-2006-5225,NETWORK
CVE-2006-5226,NETWORK
CVE-2006-5227,NETWORK
CVE-2006-5228,NETWORK
CVE-2006-5229,NETWORK
CVE-2006-5230,NETWORK
CVE-2006-5231,NETWORK
CVE-2006-5232,NETWORK
CVE-2006-5233,NETWORK
CVE-2006-5234,NETWORK
CVE-2006-5235,NETWORK
CVE-2006-5236,NETWORK
CVE-2006-5237,NETWORK
CVE-2006-5238,NETWORK
CVE-2006-5239,NETWORK
CVE-2006-5240,NETWORK
CVE-2006-5241,NETWORK
CVE-2006-5242,NETWORK
CVE-2006-5243,NETWORK
CVE-2006-5244,NETWORK
CVE-2006-5245,NETWORK
CVE-2006-5246,NETWORK
CVE-2006-5247,NETWORK
CVE-2006-5248,NETWORK
CVE-2006-5249,NETWORK
CVE-2006-5250,NETWORK
CVE-2006-5251,NETWORK
CVE-2006-5252,NETWORK
CVE-2006-5253,NETWORK
CVE-2006-5254,NETWORK
CVE-2006-5255,NETWORK
CVE-2006-5256,NETWORK
CVE-2006-5257,NETWORK
CVE-2006-5258,NETWORK
CVE-2006-5259,NETWORK
CVE-2006-5260,NETWORK
CVE-2006-5261,NETWORK
CVE-2006-5262,NETWORK
CVE-2006-5263,NETWORK
CVE-2006-5264,NETWORK
CVE-2006-5265,NETWORK
CVE-2006-5266,NETWORK
CVE-2006-5268,NETWORK
CVE-2006-5269,NETWORK
CVE-2006-5270,NETWORK
CVE-2006-5271,NETWORK
CVE-2006-5272,NETWORK
CVE-2006-5273,NETWORK
CVE-2006-5274,NETWORK
CVE-2006-5276,NETWORK
CVE-2006-5277,NETWORK
CVE-2006-5278,NETWORK
CVE-2006-5280,NETWORK
CVE-2006-5281,NETWORK
CVE-2006-5282,NETWORK
CVE-2006-5283,NETWORK
CVE-2006-5284,NETWORK
CVE-2006-5285,NETWORK
CVE-2006-5286,NETWORK
CVE-2006-5287,NETWORK
CVE-2006-5288,NETWORK
CVE-2006-5289,NETWORK
CVE-2006-5290,NETWORK
CVE-2006-5291,NETWORK
CVE-2006-5292,NETWORK
CVE-2006-5293,NETWORK
CVE-2006-5294,NETWORK
CVE-2006-5295,NETWORK
CVE-2006-5296,NETWORK
CVE-2006-5297,LOCAL
CVE-2006-5298,LOCAL
CVE-2006-5299,NETWORK
CVE-2006-5300,NETWORK
CVE-2006-5301,NETWORK
CVE-2006-5302,NETWORK
CVE-2006-5303,LOCAL
CVE-2006-5304,NETWORK
CVE-2006-5305,NETWORK
CVE-2006-5306,NETWORK
CVE-2006-5307,NETWORK
CVE-2006-5308,NETWORK
CVE-2006-5309,NETWORK
CVE-2006-5310,NETWORK
CVE-2006-5311,NETWORK
CVE-2006-5312,NETWORK
CVE-2006-5313,NETWORK
CVE-2006-5314,NETWORK
CVE-2006-5315,NETWORK
CVE-2006-5316,NETWORK
CVE-2006-5317,NETWORK
CVE-2006-5318,NETWORK
CVE-2006-5319,NETWORK
CVE-2006-5320,NETWORK
CVE-2006-5321,NETWORK
CVE-2006-5322,NETWORK
CVE-2006-5323,NETWORK
CVE-2006-5324,NETWORK
CVE-2006-5325,NETWORK
CVE-2006-5326,NETWORK
CVE-2006-5327,LOCAL
CVE-2006-5328,LOCAL
CVE-2006-5330,NETWORK
CVE-2006-5331,LOCAL
CVE-2006-5332,NETWORK
CVE-2006-5333,NETWORK
CVE-2006-5334,NETWORK
CVE-2006-5335,NETWORK
CVE-2006-5336,NETWORK
CVE-2006-5337,NETWORK
CVE-2006-5338,NETWORK
CVE-2006-5339,NETWORK
CVE-2006-5340,NETWORK
CVE-2006-5341,NETWORK
CVE-2006-5342,NETWORK
CVE-2006-5343,NETWORK
CVE-2006-5344,NETWORK
CVE-2006-5345,NETWORK
CVE-2006-5346,NETWORK
CVE-2006-5347,NETWORK
CVE-2006-5348,NETWORK
CVE-2006-5349,NETWORK
CVE-2006-5350,LOCAL
CVE-2006-5351,NETWORK
CVE-2006-5352,NETWORK
CVE-2006-5353,NETWORK
CVE-2006-5354,NETWORK
CVE-2006-5355,NETWORK
CVE-2006-5356,NETWORK
CVE-2006-5357,NETWORK
CVE-2006-5358,NETWORK
CVE-2006-5359,NETWORK
CVE-2006-5360,NETWORK
CVE-2006-5361,NETWORK
CVE-2006-5362,NETWORK
CVE-2006-5363,NETWORK
CVE-2006-5364,NETWORK
CVE-2006-5365,NETWORK
CVE-2006-5366,NETWORK
CVE-2006-5367,NETWORK
CVE-2006-5368,NETWORK
CVE-2006-5369,NETWORK
CVE-2006-5370,NETWORK
CVE-2006-5371,NETWORK
CVE-2006-5372,NETWORK
CVE-2006-5373,NETWORK
CVE-2006-5374,NETWORK
CVE-2006-5375,NETWORK
CVE-2006-5376,NETWORK
CVE-2006-5377,NETWORK
CVE-2006-5378,NETWORK
CVE-2006-5379,NETWORK
CVE-2006-5380,NETWORK
CVE-2006-5381,NETWORK
CVE-2006-5382,NETWORK
CVE-2006-5383,NETWORK
CVE-2006-5384,NETWORK
CVE-2006-5385,NETWORK
CVE-2006-5386,NETWORK
CVE-2006-5387,NETWORK
CVE-2006-5388,NETWORK
CVE-2006-5389,NETWORK
CVE-2006-5390,NETWORK
CVE-2006-5391,NETWORK
CVE-2006-5392,NETWORK
CVE-2006-5393,LOCAL
CVE-2006-5394,LOCAL
CVE-2006-5395,NETWORK
CVE-2006-5396,LOCAL
CVE-2006-5397,LOCAL
CVE-2006-5398,NETWORK
CVE-2006-5399,NETWORK
CVE-2006-5400,NETWORK
CVE-2006-5401,NETWORK
CVE-2006-5402,NETWORK
CVE-2006-5403,NETWORK
CVE-2006-5404,NETWORK
CVE-2006-5405,LOCAL
CVE-2006-5406,LOCAL
CVE-2006-5407,NETWORK
CVE-2006-5408,NETWORK
CVE-2006-5409,NETWORK
CVE-2006-5410,NETWORK
CVE-2006-5411,NETWORK
CVE-2006-5412,NETWORK
CVE-2006-5413,NETWORK
CVE-2006-5414,NETWORK
CVE-2006-5415,NETWORK
CVE-2006-5416,NETWORK
CVE-2006-5417,NETWORK
CVE-2006-5418,NETWORK
CVE-2006-5419,NETWORK
CVE-2006-5420,NETWORK
CVE-2006-5421,NETWORK
CVE-2006-5422,NETWORK
CVE-2006-5423,NETWORK
CVE-2006-5424,NETWORK
CVE-2006-5425,NETWORK
CVE-2006-5426,NETWORK
CVE-2006-5427,NETWORK
CVE-2006-5428,NETWORK
CVE-2006-5429,NETWORK
CVE-2006-5430,NETWORK
CVE-2006-5431,NETWORK
CVE-2006-5432,NETWORK
CVE-2006-5433,NETWORK
CVE-2006-5434,NETWORK
CVE-2006-5435,NETWORK
CVE-2006-5436,NETWORK
CVE-2006-5437,NETWORK
CVE-2006-5438,NETWORK
CVE-2006-5439,NETWORK
CVE-2006-5440,NETWORK
CVE-2006-5441,NETWORK
CVE-2006-5442,NETWORK
CVE-2006-5443,NETWORK
CVE-2006-5444,NETWORK
CVE-2006-5445,NETWORK
CVE-2006-5446,NETWORK
CVE-2006-5447,NETWORK
CVE-2006-5448,NETWORK
CVE-2006-5449,NETWORK
CVE-2006-5450,NETWORK
CVE-2006-5451,NETWORK
CVE-2006-5452,LOCAL
CVE-2006-5453,NETWORK
CVE-2006-5454,NETWORK
CVE-2006-5455,NETWORK
CVE-2006-5456,NETWORK
CVE-2006-5457,NETWORK
CVE-2006-5458,NETWORK
CVE-2006-5459,NETWORK
CVE-2006-5460,NETWORK
CVE-2006-5461,LOCAL
CVE-2006-5462,NETWORK
CVE-2006-5463,NETWORK
CVE-2006-5464,NETWORK
CVE-2006-5465,NETWORK
CVE-2006-5466,NETWORK
CVE-2006-5467,NETWORK
CVE-2006-5468,NETWORK
CVE-2006-5469,NETWORK
CVE-2006-5471,NETWORK
CVE-2006-5472,NETWORK
CVE-2006-5473,NETWORK
CVE-2006-5474,NETWORK
CVE-2006-5475,NETWORK
CVE-2006-5476,NETWORK
CVE-2006-5477,NETWORK
CVE-2006-5478,NETWORK
CVE-2006-5479,NETWORK
CVE-2006-5480,NETWORK
CVE-2006-5481,NETWORK
CVE-2006-5482,LOCAL
CVE-2006-5483,LOCAL
CVE-2006-5484,NETWORK
CVE-2006-5485,NETWORK
CVE-2006-5486,NETWORK
CVE-2006-5487,NETWORK
CVE-2006-5488,NETWORK
CVE-2006-5489,NETWORK
CVE-2006-5490,NETWORK
CVE-2006-5491,NETWORK
CVE-2006-5492,NETWORK
CVE-2006-5493,NETWORK
CVE-2006-5494,NETWORK
CVE-2006-5495,NETWORK
CVE-2006-5496,NETWORK
CVE-2006-5497,NETWORK
CVE-2006-5498,NETWORK
CVE-2006-5499,NETWORK
CVE-2006-5500,NETWORK
CVE-2006-5501,NETWORK
CVE-2006-5502,NETWORK
CVE-2006-5503,NETWORK
CVE-2006-5504,NETWORK
CVE-2006-5505,NETWORK
CVE-2006-5506,NETWORK
CVE-2006-5507,NETWORK
CVE-2006-5508,NETWORK
CVE-2006-5509,NETWORK
CVE-2006-5510,NETWORK
CVE-2006-5511,NETWORK
CVE-2006-5512,NETWORK
CVE-2006-5513,NETWORK
CVE-2006-5514,NETWORK
CVE-2006-5515,NETWORK
CVE-2006-5516,NETWORK
CVE-2006-5517,NETWORK
CVE-2006-5518,NETWORK
CVE-2006-5519,NETWORK
CVE-2006-5520,NETWORK
CVE-2006-5521,NETWORK
CVE-2006-5522,NETWORK
CVE-2006-5523,NETWORK
CVE-2006-5524,NETWORK
CVE-2006-5525,NETWORK
CVE-2006-5526,NETWORK
CVE-2006-5527,NETWORK
CVE-2006-5528,NETWORK
CVE-2006-5529,NETWORK
CVE-2006-5530,NETWORK
CVE-2006-5531,NETWORK
CVE-2006-5532,NETWORK
CVE-2006-5533,NETWORK
CVE-2006-5534,NETWORK
CVE-2006-5535,NETWORK
CVE-2006-5536,NETWORK
CVE-2006-5537,NETWORK
CVE-2006-5538,NETWORK
CVE-2006-5539,NETWORK
CVE-2006-5540,NETWORK
CVE-2006-5541,NETWORK
CVE-2006-5542,NETWORK
CVE-2006-5543,NETWORK
CVE-2006-5544,NETWORK
CVE-2006-5545,NETWORK
CVE-2006-5546,NETWORK
CVE-2006-5547,NETWORK
CVE-2006-5548,NETWORK
CVE-2006-5549,NETWORK
CVE-2006-5550,LOCAL
CVE-2006-5551,NETWORK
CVE-2006-5552,NETWORK
CVE-2006-5553,NETWORK
CVE-2006-5554,NETWORK
CVE-2006-5555,NETWORK
CVE-2006-5556,LOCAL
CVE-2006-5557,LOCAL
CVE-2006-5558,NETWORK
CVE-2006-5559,NETWORK
CVE-2006-5560,NETWORK
